brand,model_year,mileage,fuel_type,transmission,exterior_color,interior_color,accident,clean_title,price,engine_size_L,car_age,miles_per_year
Chevrolet,2015,123500,Gasoline,Automatic,White,Brown,None reported,Yes,25650,5.3,10,12350.0
Audi,2018,70773,Gasoline,Automatic,White,Black,None reported,Yes,30950,3.0,7,10110.42857142857
Jeep,2015,109000,Gasoline,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,7599,2.0,10,10900.0
INFINITI,2014,71097,Gasoline,Automatic,Black,Black,None reported,Yes,18995,3.7,11,6463.363636363636
BMW,2013,76309,Gasoline,Automatic,Silver,Black,Unknown,No,12000,3.0,12,6359.083333333333
Tesla,2018,26609,Gasoline,Automatic,Gray,unknown,None reported,No,36998,Unknown,7,3801.285714285714
Land,2023,4126,Hybrid,Automatic,Black,Beige,Unknown,No,155000,3.0,2,2063.0
Nissan,1996,160490,Gasoline,Manual,Gray,Black,None reported,Yes,15500,Unknown,29,5534.137931034483
Cadillac,2014,80400,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,15000,2.5,11,7309.090909090909
Toyota,2010,123620,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,9900,2.5,15,8241.333333333334
Acura,2011,187883,Gasoline,Automatic,Red,Beige,None reported,Yes,5500,2.4,14,13420.214285714286
Mercedes-Benz,2020,45000,Gasoline,Automatic,Black,Black,None reported,Yes,133000,4.0,5,9000.0
Honda,2022,25420,Gasoline,CVT,Red,Gray,None reported,Yes,24500,2.0,3,8473.333333333334
BMW,2011,129999,Gasoline,Manual,White,Black,None reported,Yes,29999,4.0,14,9285.642857142857
BMW,2008,41048,Gasoline,Unknown,Gray,Beige,None reported,Yes,38490,4.0,17,2414.5882352941176
Nissan,2010,72500,Gasoline,Manual,Brown,Black,None reported,Yes,6750,1.8,15,4833.333333333333
RAM,2014,143390,Gasoline,Automatic,White,unknown,None reported,Yes,13000,3.6,11,13035.454545454546
Acura,2018,68425,Gasoline,Automatic,Gray,unknown,At least 1 accident or damage reported,Yes,23500,3.5,7,9775.0
Toyota,2018,95000,Gasoline,Automatic,Silver,Brown,None reported,Yes,33000,4.0,7,13571.42857142857
RAM,2019,29000,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,49500,5.7,6,4833.333333333333
Chevrolet,2003,145000,Gasoline,Automatic,Blue,Black,None reported,Yes,22000,5.7,22,6590.909090909091
Land,2020,29700,Hybrid,Automatic,Green,Black,Unknown,No,68000,3.0,5,5940.0
Jeep,2011,98658,Gasoline,Automatic,White,Gray,None reported,Yes,14995,5.7,14,7047.0
Volvo,2009,97615,Gasoline,Automatic,Black,Gray,None reported,Yes,10500,3.0,16,6100.9375
Porsche,2014,36000,Gasoline,Automatic,Black,Beige,None reported,Yes,37000,4.8,11,3272.7272727272725
Mazda,2021,61874,Gasoline,Automatic,Black,Black,None reported,Yes,22389,2.5,4,15468.5
Chrysler,2012,74582,E85 Flex Fuel,Automatic,Black,unknown,None reported,Yes,8500,3.6,13,5737.076923076923
INFINITI,2013,51500,Gasoline,Automatic,Gray,Black,None reported,Yes,23900,3.7,12,4291.666666666667
Toyota,2007,193827,Gasoline,Automatic,Silver,Black,None reported,Yes,14950,4.0,18,10768.166666666666
Chevrolet,2019,53433,Gasoline,Automatic,Blue,Gray,None reported,Yes,36950,5.3,6,8905.5
Mercedes-Benz,2012,103000,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,40000,6.3,13,7923.076923076923
BMW,2016,59000,Gasoline,Unknown,Black,Brown,At least 1 accident or damage reported,Yes,20999,2.0,9,6555.555555555556
Lexus,2017,82000,Gasoline,Automatic,Gray,Brown,None reported,Yes,32900,4.6,8,10250.0
Porsche,2016,60000,Gasoline,Automatic,Gray,Black,None reported,Yes,45000,3.6,9,6666.666666666667
Cadillac,2017,93971,Gasoline,Automatic,White,Beige,None reported,Yes,47000,6.2,8,11746.375
Lexus,2015,62600,Gasoline,Unknown,Gray,Red,None reported,Yes,27500,3.5,10,6260.0
Mercedes-Benz,2014,84450,Gasoline,Automatic,Gray,Beige,None reported,Yes,19000,3.5,11,7677.272727272727
Audi,2022,18099,Hybrid,Automatic,Gray,Gray,None reported,No,40798,2.0,3,6033.0
Mercedes-Benz,2014,76500,Gasoline,Automatic,Silver,Black,None reported,Yes,17999,3.5,11,6954.545454545455
Chevrolet,2017,74000,Gasoline,Automatic,Yellow,Black,None reported,Yes,19800,2.0,8,9250.0
RAM,2022,15607,Gasoline,Automatic,Silver,Black,None reported,No,45999,5.7,3,5202.333333333333
Chevrolet,2014,111095,E85 Flex Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,26000,5.3,11,10099.545454545454
Toyota,2007,37216,Gasoline,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,14995,3.3,18,2067.555555555556
Jaguar,2015,25786,Gasoline,Automatic,Blue,Gray,None reported,Yes,38500,3.0,10,2578.6
Jeep,2021,15520,Gasoline,Automatic,Gray,Black,None reported,Yes,40459,3.6,4,3880.0
RAM,2021,49583,Gasoline,Automatic,Silver,Black,None reported,No,42816,5.7,4,12395.75
Porsche,2015,97300,Diesel,Automatic,Black,Black,None reported,Yes,29995,3.0,10,9730.0
Chevrolet,2002,89000,Gasoline,Automatic,Silver,Black,None reported,Yes,10400,3.8,23,3869.565217391305
Porsche,2015,52111,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,37500,3.6,10,5211.1
Dodge,2019,75800,Gasoline,Automatic,Gray,Black,None reported,No,35998,6.4,6,12633.333333333334
Lexus,2010,113500,Gasoline,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,11000,3.5,15,7566.666666666667
Audi,2015,155382,Gasoline,Automatic,Brown,Gray,At least 1 accident or damage reported,Yes,13500,2.0,10,15538.2
Mercedes-Benz,2016,49643,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,33995,4.7,9,5515.888888888889
BMW,2015,76474,Gasoline,Unknown,White,Black,None reported,Yes,32000,4.4,10,7647.4
Porsche,2016,10431,Gasoline,Automatic,Red,Black,None reported,Yes,50999,2.7,9,1159.0
INFINITI,2009,190120,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,12500,5.0,16,11882.5
Ford,2020,92000,Gasoline,Automatic,Gray,Black,None reported,Yes,29999,3.5,5,18400.0
Chevrolet,2017,24000,Gasoline,Manual,Yellow,Black,None reported,Yes,32000,3.6,8,3000.0
RAM,2020,25396,Gasoline,Automatic,Metallic,Black,None reported,Yes,43250,5.7,5,5079.2
Chevrolet,2001,167000,Gasoline,Automatic,White,Gray,At least 1 accident or damage reported,Yes,6500,6.0,24,6958.333333333333
RAM,2022,18645,Gasoline,Automatic,Black,Black,None reported,Yes,49700,5.7,3,6215.0
Porsche,2018,28470,Gasoline,Unknown,White,Black,At least 1 accident or damage reported,Yes,147500,3.8,7,4067.142857142857
Ford,2016,54000,Gasoline,Automatic,White,Black,None reported,Yes,23999,3.7,9,6000.0
Hyundai,2003,83000,Gasoline,Manual,Blue,Gray,None reported,Yes,2900,1.6,22,3772.727272727273
Audi,2022,10071,Hybrid,Automatic,Black,Black,None reported,No,40598,2.0,3,3357.0
Ford,2021,43329,Gasoline,Automatic,Gray,Black,None reported,Yes,43642,3.5,4,10832.25
Lexus,2015,51400,Gasoline,Automatic,Silver,Gray,None reported,Yes,43000,5.0,10,5140.0
Chevrolet,2015,153800,E85 Flex Fuel,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,23000,5.3,10,15380.0
Land,2022,9000,Gasoline,Automatic,Green,Gray,None reported,Yes,115000,5.0,3,3000.0
Dodge,2003,10800,Gasoline,Manual,Silver,Black,None reported,Yes,65499,8.3,22,490.9090909090909
RAM,2020,10458,Gasoline,Automatic,Red,Black,None reported,Yes,48815,5.7,5,2091.6
BMW,2014,84709,Gasoline,Automatic,Silver,Gray,None reported,Yes,13800,2.0,11,7700.818181818182
Mercedes-Benz,2019,33500,Gasoline,Automatic,Red,Black,None reported,Yes,45770,3.0,6,5583.333333333333
BMW,2015,98000,Gasoline,Unknown,Black,Orange,None reported,Yes,32999,3.0,10,9800.0
BMW,2008,94653,Gasoline,Automatic,Green,Green,At least 1 accident or damage reported,Yes,7300,4.8,17,5567.823529411765
Ford,2023,9281,Gasoline,Automatic,Black,Black,None reported,Yes,85000,3.5,2,4640.5
Chevrolet,2023,11806,Gasoline,Automatic,White,Black,None reported,Yes,47000,3.6,2,5903.0
Mercedes-Benz,1993,70015,Gasoline,Automatic,Gray,Gray,None reported,Yes,22500,Unknown,32,2187.96875
Cadillac,2020,48613,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,61500,6.2,5,9722.6
RAM,2023,2990,Diesel,Automatic,White,Black,At least 1 accident or damage reported,Yes,69900,6.7,2,1495.0
Audi,2005,124747,Gasoline,Unknown,Silver,Black,None reported,Yes,6900,1.8,20,6237.35
RAM,2021,24000,Hybrid,Automatic,Silver,Black,None reported,Yes,42000,5.7,4,6000.0
Mazda,2009,113000,Gasoline,Automatic,Gray,Black,None reported,Yes,5499,2.3,16,7062.5
INFINITI,2017,89106,Gasoline,Unknown,White,Beige,None reported,Yes,18000,3.5,8,11138.25
Ford,2017,22000,E85 Flex Fuel,Automatic,Beige,Black,At least 1 accident or damage reported,Yes,53000,6.2,8,2750.0
Jeep,2022,20472,Gasoline,Automatic,Red,Black,None reported,No,28298,2.4,3,6824.0
INFINITI,2023,8600,Gasoline,Automatic,Black,Brown,Unknown,No,78990,5.6,2,4300.0
Chevrolet,2022,4753,Gasoline,Automatic,White,Black,None reported,Yes,57000,5.3,3,1584.3333333333333
Hyundai,2010,65000,Gasoline,Automatic,Gray,Black,Unknown,No,8900,2.0,15,4333.333333333333
Chevrolet,2021,15000,Gasoline,Manual,Blue,Gray,None reported,Yes,43500,6.2,4,3750.0
Chevrolet,1997,229000,Diesel,Automatic,Green,Beige,At least 1 accident or damage reported,Yes,19500,6.5,28,8178.571428571428
Audi,2014,42400,Diesel,Automatic,Silver,Black,None reported,Yes,26500,3.0,11,3854.5454545454554
Land,2023,15840,Gasoline,Automatic,White,Black,None reported,Yes,69900,2.0,2,7920.0
Porsche,2016,76200,Gasoline,Unknown,Gray,Beige,None reported,Yes,42000,3.6,9,8466.666666666666
Chevrolet,2019,105667,Gasoline,Automatic,Black,Beige,None reported,Yes,39000,5.3,6,17611.166666666668
Chevrolet,2019,51338,Gasoline,Automatic,White,Black,None reported,Yes,49900,5.3,6,8556.333333333334
Dodge,2016,76857,Gasoline,Manual,Black,Black,At least 1 accident or damage reported,Yes,8100,2.0,9,8539.666666666666
Ford,2019,80200,E85 Flex Fuel,Automatic,White,Black,None reported,Yes,42500,6.2,6,13366.666666666666
Toyota,2002,244200,Gasoline,Automatic,White,unknown,At least 1 accident or damage reported,Yes,3950,4.7,23,10617.391304347826
Ford,2014,38560,Gasoline,Manual,Black,Black,At least 1 accident or damage reported,Yes,28500,5.0,11,3505.454545454545
Chevrolet,2020,12500,Gasoline,Unknown,Yellow,Black,None reported,Yes,84999,6.2,5,2500.0
Hyundai,2016,45303,Gasoline,Automatic,White,Black,None reported,Yes,20999,3.8,9,5033.666666666667
Ford,2014,110000,Gasoline,Manual,Silver,Gray,None reported,Yes,9495,2.0,11,10000.0
Cadillac,2011,66200,Gasoline,Automatic,Black,Black,None reported,Yes,16499,3.0,14,4728.571428571428
Subaru,2003,71000,Gasoline,Manual,Red,Black,None reported,Yes,14900,2.5,22,3227.2727272727275
Toyota,2019,81301,Gasoline,Automatic,Black,Black,None reported,Yes,30275,3.5,6,13550.166666666666
Chevrolet,2019,7033,Gasoline,Automatic,White,Black,None reported,Yes,63900,6.2,6,1172.1666666666667
Dodge,2020,36000,Gasoline,Automatic,Gray,Red,None reported,Yes,62000,6.4,5,7200.0
Acura,2010,116000,Gasoline,Manual,Silver,Black,At least 1 accident or damage reported,Yes,9000,2.4,15,7733.333333333333
Chevrolet,2018,42780,Gasoline,Unknown,Black,Black,At least 1 accident or damage reported,Yes,41100,6.2,7,6111.428571428572
BMW,2014,39886,Gasoline,Unknown,Black,Red,At least 1 accident or damage reported,Yes,26000,3.0,11,3626.0
Audi,2014,151400,Gasoline,Unknown,Gray,Black,None reported,Yes,15400,3.0,11,13763.636363636364
Alfa,2017,48000,Gasoline,Automatic,Red,Black,None reported,Yes,20500,2.0,8,6000.0
Toyota,2023,8727,Gasoline,Automatic,Red,Black,None reported,No,44596,2.4,2,4363.5
Rolls-Royce,2011,79000,Gasoline,Automatic,Black,White,At least 1 accident or damage reported,Yes,80300,6.6,14,5642.857142857143
Dodge,2020,54000,Gasoline,Automatic,Gray,Black,None reported,Yes,34000,5.7,5,10800.0
Porsche,2016,110000,Gasoline,Automatic,White,White,At least 1 accident or damage reported,Yes,25900,3.6,9,12222.222222222224
Chevrolet,2020,49688,Gasoline,Automatic,Blue,Gray,None reported,Yes,24900,Unknown,5,9937.6
Mercedes-Benz,2020,14000,Gasoline,Automatic,Black,Beige,None reported,Yes,48000,2.0,5,2800.0
Dodge,2023,5000,Gasoline,Unknown,Gray,Black,None reported,Yes,110000,6.2,2,2500.0
Chevrolet,2022,11597,Gasoline,Automatic,Silver,Black,None reported,No,68590,6.2,3,3865.6666666666665
Mercedes-Benz,2017,86101,Gasoline,Automatic,Gray,Red,At least 1 accident or damage reported,Yes,72777,5.5,8,10762.625
Chevrolet,2017,58816,Gasoline,Automatic,Black,Black,None reported,No,36590,5.3,8,7352.0
Lexus,2016,77856,Gasoline,Automatic,Silver,Black,None reported,Yes,30919,3.5,9,8650.666666666666
Lamborghini,2021,20069,Gasoline,Automatic,Metallic,Black,None reported,No,229900,4.0,4,5017.25
GMC,2015,115282,Gasoline,Automatic,Red,Black,At least 1 accident or damage reported,Yes,12433,3.6,10,11528.2
Porsche,2016,30700,Gasoline,Automatic,White,Black,None reported,Yes,138999,3.8,9,3411.1111111111118
MINI,2003,103726,Gasoline,Manual,Red,Gray,At least 1 accident or damage reported,Yes,5995,1.6,22,4714.818181818182
Mazda,2008,39800,Gasoline,Unknown,Blue,Black,None reported,Yes,13250,2.0,17,2341.176470588235
Toyota,2019,79500,Gasoline,Automatic,White,Black,None reported,Yes,33333,4.0,6,13250.0
Toyota,2008,165520,Gasoline,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,9000,3.5,17,9736.470588235294
BMW,2014,92000,Gasoline,Unknown,Black,Black,At least 1 accident or damage reported,Yes,24000,4.4,11,8363.636363636364
Hyundai,2023,1500,Gasoline,Unknown,Green,Black,None reported,Yes,55000,3.8,2,750.0
Pontiac,2008,38100,Gasoline,Manual,Orange,Black,None reported,Yes,19950,2.0,17,2241.176470588235
Land,2018,42125,Gasoline,Unknown,White,Black,None reported,Yes,38999,2.0,7,6017.857142857143
Porsche,2014,86818,Diesel,Unknown,Silver,Black,None reported,Yes,33500,3.0,11,7892.545454545455
BMW,2023,3490,Gasoline,Automatic,Gray,Black,None reported,Yes,95580,3.0,2,1745.0
Toyota,2008,111300,Gasoline,Unknown,Gold,Beige,None reported,Yes,7900,3.5,17,6547.058823529412
BMW,2011,98200,Gasoline,Automatic,White,Black,None reported,Yes,27000,4.0,14,7014.285714285715
Porsche,2018,42500,Gasoline,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,53999,3.0,7,6071.428571428572
Jeep,2001,171000,Gasoline,Manual,White,Black,At least 1 accident or damage reported,Yes,15000,4.0,24,7125.0
Honda,2023,11649,Gasoline,Automatic,Black,Black,Unknown,No,39999,3.5,2,5824.5
Mercedes-Benz,2013,24933,Gasoline,Unknown,Silver,Red,At least 1 accident or damage reported,Yes,40250,4.6,12,2077.75
Audi,2007,99769,Gasoline,Manual,Gray,White,None reported,Yes,29995,4.2,18,5542.722222222223
Toyota,2022,16156,Gasoline,Automatic,Blue,Gray,None reported,No,39390,3.5,3,5385.333333333333
Mercedes-Benz,2008,67250,Gasoline,Automatic,White,Beige,None reported,Yes,11900,3.5,17,3955.8823529411766
GMC,2021,30022,Gasoline,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,74500,6.2,4,7505.5
Porsche,2017,42596,Gasoline,Unknown,Black,Black,None reported,Yes,78000,2.9,8,5324.5
Ford,2021,33705,Gasoline,Automatic,White,Gray,At least 1 accident or damage reported,Yes,36995,2.3,4,8426.25
Land,2016,63300,Gasoline,Automatic,White,Brown,None reported,Yes,31000,3.0,9,7033.333333333333
Acura,2023,4700,Gasoline,Automatic,Red,Black,None reported,Yes,52000,3.0,2,2350.0
Toyota,2020,27256,Gasoline,Unknown,Black,Black,None reported,No,42998,3.5,5,5451.2
Hummer,2010,107481,Gasoline,Automatic,White,Black,None reported,Yes,13500,3.7,15,7165.4
Tesla,2018,61700,Gasoline,Automatic,White,Black,None reported,Yes,25900,Unknown,7,8814.285714285714
Volvo,1995,94000,Gasoline,Automatic,White,Black,None reported,Yes,4500,Unknown,30,3133.333333333333
Jeep,2017,128000,Gasoline,Automatic,Gray,Black,None reported,Yes,26800,3.6,8,16000.0
Chevrolet,2018,26000,Gasoline,Automatic,White,Black,None reported,Yes,39000,6.2,7,3714.285714285714
Audi,2015,74000,Gasoline,Automatic,Blue,Gray,None reported,Yes,29950,4.0,10,7400.0
Audi,2012,54900,Gasoline,Manual,White,Brown,Unknown,No,28900,2.5,13,4223.076923076923
INFINITI,2012,141775,Gasoline,Unknown,White,Beige,None reported,Yes,11500,5.6,13,10905.76923076923
Volkswagen,2001,63250,Gasoline,Automatic,Yellow,Yellow,None reported,Yes,12000,2.0,24,2635.4166666666665
Audi,2022,13895,Hybrid,Automatic,Gray,Black,None reported,No,44998,2.0,3,4631.666666666667
Lamborghini,2017,10654,Gasoline,Automatic,White,Black,None reported,No,449991,6.5,8,1331.75
Ford,2014,35900,E85 Flex Fuel,Unknown,Blue,Gray,At least 1 accident or damage reported,Yes,27900,6.2,11,3263.6363636363635
GMC,2022,48306,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,71999,6.2,3,16102.0
Audi,2012,125000,Gasoline,Automatic,Black,Black,None reported,Yes,10500,2.0,13,9615.384615384615
Dodge,2016,37700,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,38000,Unknown,9,4188.888888888889
Tesla,2017,103000,Gasoline,Automatic,Black,White,None reported,Yes,36000,Unknown,8,12875.0
Mazda,2021,45303,Gasoline,Automatic,White,White,None reported,No,25382,2.5,4,11325.75
Lexus,2016,53900,Gasoline,Automatic,Red,Beige,None reported,Yes,27500,3.5,9,5988.888888888889
Jeep,2008,54000,Gasoline,Automatic,Green,Gray,None reported,Yes,20000,3.8,17,3176.470588235294
Chevrolet,2007,129000,Gasoline,Automatic,White,Beige,None reported,Yes,17950,6.0,18,7166.666666666667
Jeep,2022,10232,Gasoline,Automatic,Black,Black,None reported,Yes,44646,3.6,3,3410.6666666666665
Acura,2023,3708,Gasoline,Automatic,White,Brown,None reported,No,58998,3.5,2,1854.0
Nissan,2018,167000,Gasoline,Automatic,Black,Beige,Unknown,No,14500,3.5,7,23857.14285714286
Tesla,2019,37000,Gasoline,Automatic,Gray,Black,None reported,Yes,58000,Unknown,6,6166.666666666667
Subaru,2022,10419,Gasoline,Unknown,White,Black,At least 1 accident or damage reported,No,24998,2,3,3473.0
Audi,2014,96238,Gasoline,Unknown,Black,Black,At least 1 accident or damage reported,Yes,22500,4.0,11,8748.90909090909
Subaru,2022,12700,Gasoline,CVT,White,Beige,None reported,Yes,38500,2.4,3,4233.333333333333
Chevrolet,2007,244000,E85 Flex Fuel,Automatic,Gray,Gray,None reported,Yes,16900,5.3,18,13555.555555555557
Porsche,2015,124000,Gasoline,Automatic,White,Beige,None reported,Yes,25000,3.6,10,12400.0
BMW,2009,123000,Gasoline,Automatic,Purple,Black,None reported,Yes,15000,3.0,16,7687.5
GMC,2022,24900,Gasoline,Automatic,Black,Black,None reported,Yes,49900,2.7,3,8300.0
Ford,2016,95500,Gasoline,Unknown,Black,Black,None reported,Yes,20000,3.5,9,10611.111111111111
Cadillac,2021,4283,Gasoline,Automatic,Black,Brown,None reported,Yes,479995,6.2,4,1070.75
Lexus,2021,48300,Gasoline,Automatic,White,Red,None reported,Yes,82000,5.7,4,12075.0
BMW,2008,94000,Gasoline,Manual,Gray,Red,None reported,Yes,25999,4.0,17,5529.411764705882
Nissan,2011,183000,Gasoline,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,12000,4.0,14,13071.42857142857
Ford,2013,126225,Hybrid,CVT,Silver,Black,At least 1 accident or damage reported,Yes,11500,2.0,12,10518.75
Volkswagen,2016,87892,Gasoline,Manual,Gray,Black,None reported,Yes,16000,2.0,9,9765.777777777776
Cadillac,2012,45000,Gasoline,Automatic,Red,Black,None reported,Yes,41500,6.2,13,3461.538461538461
Aston,2022,1023,Gasoline,Automatic,Blue,Brown,None reported,Yes,156900,4.0,3,341.0
Lexus,2015,106000,Gasoline,Automatic,Black,Beige,None reported,Yes,37500,4.6,10,10600.0
GMC,2019,51300,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,25500,2.5,6,8550.0
Ford,2021,30176,Gasoline,Automatic,Black,Gray,None reported,Yes,28979,1.5,4,7544.0
Nissan,2021,27598,Gasoline,Automatic,Black,Black,None reported,No,39884,5.6,4,6899.5
Volkswagen,2012,107000,Gasoline,Automatic,Black,Beige,None reported,Yes,9499,2.5,13,8230.76923076923
Land,2019,17500,Gasoline,Automatic,Black,Black,None reported,Yes,65000,5.0,6,2916.6666666666665
RAM,2017,117878,Diesel,Unknown,Red,Black,None reported,Yes,42000,6.7,8,14734.75
Nissan,2010,138700,Gasoline,CVT,Gray,Black,At least 1 accident or damage reported,Yes,7000,3.5,15,9246.666666666666
Cadillac,2009,152068,E85 Flex Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,12350,6.2,16,9504.25
BMW,2016,77000,Gasoline,Unknown,White,Red,At least 1 accident or damage reported,Yes,26999,2.0,9,8555.555555555555
Ford,2017,26000,Gasoline,Manual,Gray,Black,None reported,Yes,37000,2.3,8,3250.0
Lexus,2014,131200,Hybrid,Automatic,Brown,Brown,None reported,Yes,14000,1.8,11,11927.272727272728
Buick,2017,83280,Gasoline,Automatic,Silver,Black,None reported,No,20599,3.6,8,10410.0
BMW,2015,59000,Gasoline,Manual,Gray,Black,None reported,Yes,53500,3.0,10,5900.0
Volkswagen,2020,15500,Gasoline,Automatic,Silver,Black,None reported,Yes,30000,2.0,5,3100.0
