brand,model_year,mileage,fuel_type,transmission,exterior_color,interior_color,accident,clean_title,price,engine_size_L,car_age,miles_per_year
Mercedes-Benz,2018,72500,Gasoline,Automatic,Black,Black,None reported,Yes,60000,3.0,7,10357.142857142857
Porsche,2023,265,Gasoline,Manual,Black,Gray,None reported,Yes,279950,4.0,2,132.5
Mercedes-Benz,2020,21214,Gasoline,Automatic,Black,Black,None reported,No,117900,4.0,5,4242.8
Audi,2014,55564,Diesel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,22500,3.0,11,5051.272727272727
Cadillac,2023,1090,Gasoline,Automatic,Gray,Silver,None reported,Yes,68750,Unknown,2,545.0
Volvo,2019,43500,Gasoline,Unknown,Gray,Black,None reported,Yes,30000,2.0,6,7250.0
Mercedes-Benz,2019,35000,Hybrid,Unknown,Black,Black,None reported,Yes,83000,3.0,6,5833.333333333333
GMC,2017,92031,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,30000,5.3,8,11503.875
Lexus,2016,128032,Gasoline,Unknown,Silver,Black,None reported,Yes,18000,3.5,9,14225.777777777776
Jaguar,2018,18800,Gasoline,Automatic,White,White,None reported,Yes,26000,2.0,7,2685.714285714286
BMW,2023,2900,Gasoline,Automatic,Green,Gray,None reported,Yes,117500,4.4,2,1450.0
Honda,2017,91600,Gasoline,Automatic,Black,Black,None reported,Yes,26000,3.5,8,11450.0
Toyota,2019,91843,Gasoline,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,30500,4.0,6,15307.166666666666
Ford,2021,28105,Gasoline,Automatic,Brown,Black,Unknown,No,32455,1.5,4,7026.25
Dodge,2017,73350,Gasoline,Automatic,Gray,Red,None reported,Yes,37000,6.4,8,9168.75
Mercedes-Benz,2022,11875,Gasoline,Automatic,Black,Black,None reported,No,41598,2.0,3,3958.3333333333335
Tesla,2018,47000,Gasoline,Automatic,Black,Black,None reported,Yes,49900,Unknown,7,6714.285714285715
INFINITI,2017,67000,Gasoline,Unknown,Black,Black,None reported,Yes,23000,3.0,8,8375.0
BMW,2016,117660,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,19500,3.0,9,13073.333333333334
Pontiac,2001,71448,Gasoline,Automatic,Gray,Black,None reported,Yes,10500,3.8,24,2977.0
Nissan,2015,86000,Gasoline,Automatic,Silver,Gray,None reported,Yes,29500,5.6,10,8600.0
Lexus,2020,15324,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,No,33364,3.5,5,3064.8
BMW,2013,29400,Gasoline,Manual,White,Beige,None reported,Yes,29000,3.0,12,2450.0
Lexus,2017,68871,Gasoline,Automatic,Silver,Red,None reported,Yes,28450,3.5,8,8608.875
Porsche,2012,126000,Gasoline,Unknown,Silver,Gray,None reported,Yes,17999,4.8,13,9692.307692307691
Pontiac,2007,25718,Gasoline,Manual,Yellow,Black,None reported,Yes,17900,2.0,18,1428.7777777777778
Porsche,2015,67210,Gasoline,Unknown,Blue,Beige,At least 1 accident or damage reported,Yes,51950,4.8,10,6721.0
BMW,2018,27214,Gasoline,Unknown,Black,Black,At least 1 accident or damage reported,Yes,40950,3.0,7,3887.714285714286
Ford,2019,42728,Gasoline,Unknown,Black,Brown,None reported,Yes,45950,3.5,6,7121.333333333333
MINI,2010,97395,Gasoline,Manual,Yellow,Black,None reported,Yes,6699,1.6,15,6493.0
Mazda,2015,91700,Gasoline,Automatic,Red,Black,None reported,Yes,12000,2.0,10,9170.0
Mitsubishi,2011,94500,Gasoline,Unknown,White,Black,None reported,Yes,27000,2.0,14,6750.0
Chevrolet,2014,196300,E85 Flex Fuel,Automatic,Black,Black,None reported,Yes,10995,5.3,11,17845.454545454544
Cadillac,2015,54259,Gasoline,Automatic,Metallic,Black,None reported,Yes,19425,3.6,10,5425.9
Acura,2021,36267,Gasoline,Automatic,White,Beige,None reported,No,39798,2.0,4,9066.75
Land,2015,175000,Gasoline,Automatic,Black,Black,None reported,Yes,19500,3.0,10,17500.0
Chevrolet,2015,159000,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,26900,5.3,10,15900.0
Chevrolet,2016,74000,Gasoline,Automatic,Black,Black,None reported,Yes,32000,6.2,9,8222.222222222223
Chevrolet,2011,82963,Hybrid,Automatic,White,Black,None reported,Yes,20995,6.0,14,5925.928571428572
Cadillac,2019,54323,Gasoline,Automatic,Red,Beige,None reported,No,27998,3.6,6,9053.833333333334
Nissan,2019,59980,Gasoline,Automatic,Silver,Black,None reported,Yes,29000,5.6,6,9996.666666666666
Audi,2022,10120,Hybrid,Automatic,Blue,Gray,None reported,No,39998,2.0,3,3373.333333333333
BMW,2017,25000,Gasoline,Unknown,White,Red,At least 1 accident or damage reported,Yes,65000,4.4,8,3125.0
BMW,2012,126000,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,12700,3.0,13,9692.307692307691
Toyota,2020,37428,Gasoline,Automatic,White,Black,None reported,Yes,61599,5.7,5,7485.6
Volkswagen,2014,99499,Gasoline,Unknown,Black,Black,At least 1 accident or damage reported,Yes,15000,2.0,11,9045.363636363636
Honda,2012,90742,Gasoline,Automatic,Gray,Gray,None reported,Yes,12980,2.4,13,6980.153846153846
Land,2014,125000,E85 Flex Fuel,Automatic,White,Brown,At least 1 accident or damage reported,Yes,22500,5.0,11,11363.636363636364
Hyundai,2018,71669,Gasoline,Automatic,Blue,Black,None reported,Yes,20000,2.0,7,10238.42857142857
Cadillac,2019,44692,Gasoline,Automatic,Metallic,Beige,None reported,No,32368,3.6,6,7448.666666666667
Jaguar,2018,16002,Gasoline,Automatic,Black,Red,None reported,Yes,74900,5.0,7,2286.0
Toyota,2014,86000,Gasoline,Automatic,Blue,Black,None reported,Yes,41500,4.0,11,7818.181818181818
Toyota,2019,56000,Gasoline,Automatic,Blue,Black,None reported,Yes,42000,5.7,6,9333.333333333334
Nissan,1993,168000,Gasoline,Manual,White,Black,None reported,Yes,7000,Unknown,32,5250.0
RAM,2017,41789,Gasoline,Automatic,Green,Black,At least 1 accident or damage reported,Yes,42500,5.7,8,5223.625
Ford,2014,60109,E85 Flex Fuel,Automatic,Gray,Black,None reported,Yes,9499,2.0,11,5464.454545454545
Mercedes-Benz,2020,48000,Gasoline,Automatic,Black,Black,None reported,Yes,49995,2.0,5,9600.0
Acura,2008,122000,Gasoline,Unknown,Gray,Beige,None reported,Yes,11500,3.5,17,7176.470588235294
Land,2012,102800,Gasoline,Automatic,Gold,Brown,None reported,Yes,16000,5.0,13,7907.692307692308
MINI,2022,15544,Gasoline,Automatic,Blue,Brown,Unknown,No,28000,1.5,3,5181.333333333333
Mazda,2019,69771,Gasoline,Automatic,Black,Red,None reported,Yes,27500,2.5,6,11628.5
Acura,2023,2118,Gasoline,Automatic,Red,Black,None reported,No,41998,2.0,2,1059.0
Ford,2021,28260,Gasoline,Automatic,Blue,Blue,None reported,Yes,72950,3.5,4,7065.0
Honda,2020,6025,Gasoline,Manual,Gray,Gray,None reported,Yes,27500,1.5,5,1205.0
Hyundai,2018,32697,Gasoline,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,15900,2.0,7,4671.0
Ford,2001,239000,Gasoline,Automatic,White,unknown,None reported,Yes,8000,6.8,24,9958.333333333334
Jaguar,2017,34150,Gasoline,Automatic,Black,Black,None reported,Yes,45999,3.0,8,4268.75
Honda,2022,9642,Gasoline,Automatic,Red,Black,None reported,No,38999,3.5,3,3214.0
Pontiac,2006,100545,Gasoline,Automatic,Gray,Black,None reported,Yes,5995,3.5,19,5291.8421052631575
Mercedes-Benz,2021,11111,Gasoline,Automatic,Gray,Black,None reported,No,38998,2.0,4,2777.75
Toyota,2007,162000,Gasoline,Automatic,Black,Black,None reported,Yes,23977,4.0,18,9000.0
Buick,2020,87555,Gasoline,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes,31650,3.6,5,17511.0
Chevrolet,2015,102200,Gasoline,Automatic,Silver,Black,None reported,Yes,25000,5.3,10,10220.0
Bentley,2013,18950,Gasoline,Unknown,White,Black,None reported,Yes,77999,4.0,12,1579.1666666666667
Mercedes-Benz,2015,16000,Gasoline,Automatic,White,Red,At least 1 accident or damage reported,Yes,30500,3.5,10,1600.0
Cadillac,2022,19250,Gasoline,Automatic,Black,Black,None reported,Yes,86999,6.2,3,6416.666666666667
BMW,2015,65000,Gasoline,Unknown,Silver,Black,None reported,Yes,24995,3.0,10,6500.0
MINI,2007,110022,Gasoline,Manual,Silver,Black,None reported,Yes,6250,1.6,18,6112.333333333333
Bentley,2012,79089,E85 Flex Fuel,Automatic,White,Beige,None reported,Yes,46999,6.0,13,6083.769230769231
Lexus,2023,2533,Gasoline,Automatic,Black,Black,None reported,Yes,64900,4.6,2,1266.5
Audi,2014,96273,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,15495,3.0,11,8752.09090909091
Cadillac,2020,22187,Gasoline,Automatic,Metallic,Beige,At least 1 accident or damage reported,Yes,45480,3.6,5,4437.4
GMC,2009,137000,Gasoline,Automatic,Red,unknown,None reported,Yes,20000,4.8,16,8562.5
Nissan,2009,60747,Gasoline,Automatic,White,unknown,At least 1 accident or damage reported,Yes,71999,3.8,16,3796.6875
Dodge,2007,36500,Gasoline,Automatic,Blue,Gray,None reported,Yes,16000,3.7,18,2027.7777777777776
Ford,2021,19590,Gasoline,Automatic,Blue,Gray,None reported,Yes,54999,2.7,4,4897.5
Nissan,2015,16850,Gasoline,Unknown,White,Black,None reported,Yes,95000,3.8,10,1685.0
Cadillac,2021,4500,Gasoline,Automatic,White,Beige,Unknown,No,105000,6.2,4,1125.0
Chevrolet,2012,194000,Gasoline,Automatic,Gray,White,At least 1 accident or damage reported,Yes,4900,1.4,13,14923.076923076924
Lexus,2020,48210,Gasoline,Automatic,Gray,Red,At least 1 accident or damage reported,Yes,47449,4.6,5,9642.0
BMW,2018,81500,Gasoline,Automatic,White,White,None reported,Yes,41250,4.4,7,11642.857142857143
Ford,2021,77107,Gasoline,Automatic,Black,Black,Unknown,No,39995,3.5,4,19276.75
BMW,2015,58664,Gasoline,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes,20950,3.0,10,5866.4
Mitsubishi,2004,145000,Gasoline,Automatic,Silver,Black,None reported,Yes,8950,3.8,21,6904.761904761905
Lexus,2018,15055,Gasoline,Automatic,White,Black,None reported,Yes,59000,3.5,7,2150.714285714286
Tesla,2015,67647,Gasoline,Automatic,Blue,Beige,None reported,Yes,28000,Unknown,10,6764.7
Lexus,2021,915,Gasoline,Automatic,Blue,White,None reported,Yes,159000,5.0,4,228.75
Mazda,2003,46873,Gasoline,Manual,Gray,Blue,None reported,Yes,11500,1.8,22,2130.590909090909
Cadillac,2021,53169,Gasoline,Automatic,Black,Black,None reported,Yes,81500,6.2,4,13292.25
Lexus,2022,35700,Gasoline,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,51900,4.6,3,11900.0
Nissan,2014,112600,Gasoline,CVT,Black,Black,At least 1 accident or damage reported,Yes,13000,3.5,11,10236.363636363636
GMC,2015,112552,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,24440,5.3,10,11255.2
BMW,2003,127273,Gasoline,Manual,Silver,Black,None reported,Yes,15000,3.2,22,5785.136363636364
Lexus,2007,189887,Gasoline,Automatic,White,unknown,At least 1 accident or damage reported,Yes,3995,2.5,18,10549.277777777776
BMW,2012,76465,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,22500,3.0,13,5881.923076923077
Mitsubishi,2007,136400,Gasoline,Automatic,Red,Gray,At least 1 accident or damage reported,Yes,6750,3.8,18,7577.777777777777
Ford,2004,79635,Gasoline,Automatic,Gray,Black,None reported,Yes,13500,3.9,21,3792.142857142857
Tesla,2022,4665,Gasoline,Automatic,Silver,Black,None reported,No,46598,Unknown,3,1555.0
Buick,2011,170000,Gasoline,Automatic,Gold,Beige,At least 1 accident or damage reported,Yes,4000,3.6,14,12142.857142857143
Ford,2018,67650,Gasoline,Automatic,Blue,Gray,None reported,Yes,30000,3.5,7,9664.285714285714
Lexus,2016,119850,Gasoline,Automatic,White,Beige,None reported,Yes,19000,3.5,9,13316.666666666666
Acura,2008,116500,Gasoline,Manual,Red,Black,None reported,Yes,15999,3.5,17,6852.941176470588
Mercury,1993,120644,Gasoline,Manual,Green,Gray,None reported,Yes,4200,Unknown,32,3770.125
Ford,2010,169802,Gasoline,Automatic,White,Gray,None reported,Yes,9985,2.0,15,11320.133333333331
BMW,2021,36905,Gasoline,Unknown,Blue,Beige,None reported,Yes,50000,3.0,4,9226.25
Jeep,2022,8400,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,47000,3.6,3,2800.0
Hummer,2003,149961,Gasoline,Automatic,Beige,Beige,At least 1 accident or damage reported,Yes,12500,6.0,22,6816.409090909091
Mercedes-Benz,2014,84500,Gasoline,Automatic,White,Black,None reported,Yes,41500,6.2,11,7681.818181818182
Lamborghini,2016,3254,Gasoline,Automatic,White,Yellow,None reported,No,399900,6.5,9,361.55555555555554
Mercedes-Benz,2016,96000,Gasoline,Automatic,Blue,Brown,None reported,Yes,65000,4.0,9,10666.666666666666
Nissan,2009,88000,Gasoline,Unknown,White,White,At least 1 accident or damage reported,Yes,57000,3.8,16,5500.0
Audi,2011,35322,Gasoline,Manual,Black,Red,None reported,No,94900,4.2,14,2523.0
Acura,2020,32500,Gasoline,Automatic,White,Red,None reported,Yes,32000,2.4,5,6500.0
Audi,2016,71280,Gasoline,Automatic,Silver,Black,None reported,Yes,22000,3.0,9,7920.0
Porsche,2011,37200,Gasoline,Automatic,Black,Beige,None reported,Yes,27500,3.6,14,2657.1428571428573
Saturn,2008,94291,Gasoline,Automatic,White,unknown,None reported,Yes,14500,2.0,17,5546.529411764706
Maserati,2006,54082,Gasoline,Unknown,Blue,Beige,None reported,Yes,17000,4.2,19,2846.4210526315787
Volvo,2022,7800,Plug-In Hybrid,Automatic,Black,Beige,None reported,Yes,66000,2.0,3,2600.0
Jeep,2016,86250,Gasoline,Automatic,White,Black,None reported,Yes,22000,3.6,9,9583.333333333334
BMW,2016,75479,Gasoline,Unknown,Silver,Black,None reported,Yes,27899,4.4,9,8386.555555555555
BMW,2017,24650,Gasoline,Automatic,Silver,Black,None reported,Yes,50000,4.4,8,3081.25
Volkswagen,2013,102750,Gasoline,Manual,Black,Black,None reported,Yes,20000,2.0,12,8562.5
Alfa,2018,50000,Gasoline,Automatic,Brown,Brown,None reported,Yes,27500,2.0,7,7142.857142857143
BMW,2017,72700,Gasoline,Automatic,Gray,Black,None reported,Yes,27499,3.0,8,9087.5
BMW,2018,54293,Gasoline,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,49000,4.4,7,7756.142857142857
Lexus,2018,16000,Gasoline,Automatic,Blue,Brown,At least 1 accident or damage reported,Yes,30500,3.5,7,2285.714285714286
Lamborghini,2006,19500,Gasoline,Automatic,Green,Yellow,None reported,Yes,129000,5.0,19,1026.3157894736842
BMW,2014,71000,Gasoline,Unknown,White,Black,At least 1 accident or damage reported,Yes,16700,2.0,11,6454.545454545455
BMW,2019,60000,Gasoline,Automatic,White,Beige,None reported,Yes,36500,3.0,6,10000.0
Porsche,1998,75539,Gasoline,Manual,Blue,Beige,None reported,Yes,11995,2.5,27,2797.740740740741
Alfa,2017,36000,Gasoline,Automatic,White,Red,None reported,Yes,21000,2.0,8,4500.0
Mercedes-Benz,2019,76422,Gasoline,Automatic,Black,Black,None reported,No,28998,2.0,6,12737.0
Nissan,2016,42600,Gasoline,Automatic,Red,Black,At least 1 accident or damage reported,Yes,31950,3.7,9,4733.333333333333
Rivian,2023,211,Gasoline,Automatic,Blue,Black,None reported,Yes,99000,Unknown,2,105.5
Chevrolet,2017,98888,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,29000,6.0,8,12361.0
Ford,2019,64532,Hybrid,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,19395,2.0,6,10755.333333333334
BMW,2011,75500,Gasoline,Automatic,White,Black,None reported,Yes,12975,3.0,14,5392.857142857143
Buick,2019,32000,Gasoline,Automatic,Black,Beige,None reported,Yes,27000,2.5,6,5333.333333333333
Buick,2019,47839,Gasoline,Automatic,White,Black,None reported,Yes,24991,2.5,6,7973.166666666667
Porsche,2013,98413,Gasoline,Unknown,Green,Black,At least 1 accident or damage reported,Yes,34900,4.8,12,8201.083333333334
Audi,2022,9628,Gasoline,Automatic,White,Black,None reported,Yes,78500,2.9,3,3209.333333333333
Jaguar,1999,15000,Gasoline,Automatic,Green,Beige,None reported,Yes,16370,4.0,26,576.9230769230769
Audi,2021,6397,Gasoline,Automatic,Gray,Red,None reported,No,172900,5.2,4,1599.25
Honda,2022,22564,Gasoline,Automatic,White,Black,None reported,No,44998,3.5,3,7521.333333333333
Lexus,2015,110000,Gasoline,Unknown,White,Black,None reported,Yes,28000,3.5,10,11000.0
Mercedes-Benz,2022,105,Diesel,Automatic,Black,Orange,None reported,Yes,200000,2.0,3,35.0
Toyota,2004,186117,Gasoline,Automatic,Black,Beige,None reported,Yes,13000,4.0,21,8862.714285714286
Jeep,2002,103500,Gasoline,Manual,Yellow,Gray,None reported,Yes,12500,4.0,23,4500.0
Cadillac,2019,8074,Gasoline,Automatic,Metallic,Black,None reported,No,76700,4.2,6,1345.6666666666667
BMW,2011,43000,Gasoline,Manual,Black,Black,None reported,Yes,50900,4.0,14,3071.428571428572
BMW,2015,70700,Gasoline,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,23000,4.4,10,7070.0
Chevrolet,2022,42479,Gasoline,Automatic,Black,Black,None reported,Yes,28495,1.3,3,14159.666666666666
Ford,2000,205000,Gasoline,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,9950,6.8,25,8200.0
Audi,2019,22300,Gasoline,Automatic,Blue,Gray,None reported,Yes,38999,3.0,6,3716.6666666666665
Ford,2017,104000,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,19995,3.5,8,13000.0
Ford,2022,13865,Gasoline,Automatic,Black,Black,None reported,Yes,29182,1.5,3,4621.666666666667
BMW,2022,15882,Gasoline,Automatic,Red,Silver,None reported,Yes,84995,3.0,3,5294.0
Land,2022,12209,Gasoline,Automatic,Black,Black,None reported,No,104900,5.0,3,4069.6666666666665
Mercedes-Benz,2021,10483,Gasoline,Automatic,Gray,Red,None reported,No,60998,3.0,4,2620.75
Nissan,2017,31150,Gasoline,Unknown,Orange,Black,None reported,Yes,113000,3.8,8,3893.75
Chrysler,2015,44000,E85 Flex Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,12700,3.6,10,4400.0
Hummer,2003,109000,Gasoline,Automatic,Beige,Beige,None reported,Yes,17500,6.0,22,4954.545454545455
BMW,2020,31350,Gasoline,Unknown,Gray,Orange,None reported,Yes,62450,3.0,5,6270.0
Audi,2021,30000,Hybrid,Automatic,Black,Black,None reported,Yes,62000,3.0,4,7500.0
Land,2012,66500,Gasoline,Automatic,Silver,Black,None reported,Yes,19950,5.0,13,5115.384615384615
Nissan,2012,96600,Gasoline,Automatic,Beige,Black,At least 1 accident or damage reported,Yes,17000,4.0,13,7430.7692307692305
Toyota,2015,198000,Gasoline,Automatic,White,Gray,None reported,Yes,14000,3.5,10,19800.0
Audi,2013,91877,Gasoline,Automatic,Black,Red,At least 1 accident or damage reported,Yes,24000,3.0,12,7656.416666666667
Ford,2018,45578,Gasoline,Automatic,White,unknown,None reported,Yes,45023,3.5,7,6511.142857142857
BMW,2015,54000,Gasoline,Manual,Black,Red,At least 1 accident or damage reported,Yes,19996,2.0,10,5400.0
Land,2020,52000,Hybrid,Automatic,Gray,Black,None reported,Yes,55000,3.0,5,10400.0
Mercedes-Benz,2020,23044,Hybrid,Automatic,Green,Black,None reported,No,72598,3.0,5,4608.8
Porsche,2008,132500,Gasoline,Manual,Black,Black,None reported,Yes,35000,3.6,17,7794.117647058823
Dodge,2006,256000,Gasoline,Automatic,Black,Gray,None reported,Yes,4000,4.7,19,13473.684210526317
Mercedes-Benz,2009,31370,Gasoline,Unknown,White,Brown,None reported,Yes,65700,6.3,16,1960.625
Chrysler,2008,67303,Gasoline,Automatic,Blue,Blue,None reported,Yes,4900,2.4,17,3959.0
Chevrolet,2021,12000,Gasoline,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,99900,6.2,4,3000.0
Ford,2023,16500,Gasoline,Automatic,Blue,Gray,None reported,Yes,54000,2.3,2,8250.0
Toyota,2018,28800,Gasoline,Manual,Unknown,Black,None reported,No,42900,3.5,7,4114.285714285715
RAM,2019,88000,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,39900,3.6,6,14666.666666666666
Ford,2018,18515,Gasoline,Manual,White,Black,At least 1 accident or damage reported,Yes,60867,5.2,7,2645.0
Tesla,2018,92813,Gasoline,Automatic,Red,Black,None reported,Yes,30499,Unknown,7,13259.0
Land,2023,2100,Gasoline,Automatic,Gray,Beige,None reported,Yes,172000,4.4,2,1050.0
Volvo,2019,58600,Gasoline,Automatic,White,White,At least 1 accident or damage reported,Yes,29000,2.0,6,9766.666666666666
Lexus,2015,74500,Gasoline,Unknown,White,Red,None reported,Yes,33900,4.6,10,7450.0
Tesla,2018,33500,Gasoline,Automatic,Gray,Black,None reported,Yes,51900,Unknown,7,4785.714285714285
Cadillac,2023,222,Gasoline,Automatic,White,Black,None reported,Yes,69000,3.6,2,111.0
Chevrolet,2007,75124,E85 Flex Fuel,Automatic,Red,Gray,None reported,Yes,16499,5.3,18,4173.555555555556
Chevrolet,2013,15500,Gasoline,Unknown,White,Blue,None reported,Yes,45000,6.2,12,1291.6666666666667
Audi,2020,34300,Hybrid,Automatic,Gray,Brown,None reported,Yes,52500,3.0,5,6860.0
Honda,2019,82000,Gasoline,Automatic,Silver,Black,None reported,Yes,32471,3.5,6,13666.666666666666
Acura,2023,3389,Gasoline,Automatic,White,Black,None reported,No,38598,2.0,2,1694.5
Porsche,2023,10000,Gasoline,Automatic,Gray,Black,None reported,Yes,145000,4.0,2,5000.0
Cadillac,2005,96000,Gasoline,Automatic,Beige,Brown,At least 1 accident or damage reported,Yes,4999,3.6,20,4800.0
Dodge,2021,7751,Gasoline,Automatic,Black,Black,None reported,Yes,41950,5.7,4,1937.75
Audi,2017,66250,Gasoline,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,59200,4.0,8,8281.25
Lexus,2012,109000,Hybrid,Automatic,White,Black,At least 1 accident or damage reported,Yes,14945,1.8,13,8384.615384615385
Hyundai,2015,60000,Gasoline,Unknown,Black,Black,None reported,Yes,17000,3.8,10,6000.0
Tesla,2020,14700,Gasoline,Automatic,Gray,Black,None reported,Yes,63000,Unknown,5,2940.0
Mercedes-Benz,2022,9006,Gasoline,Automatic,Black,Black,None reported,Yes,56999,2.0,3,3002.0
Toyota,2022,13400,Gasoline,Automatic,Silver,Black,None reported,Yes,33499,2.4,3,4466.666666666667
Porsche,2020,28570,Gasoline,Automatic,White,Black,None reported,No,55998,3.0,5,5714.0
Dodge,2018,78000,Gasoline,Unknown,White,Black,At least 1 accident or damage reported,Yes,44700,6.4,7,11142.857142857143
Lexus,2013,134000,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,29995,5.7,12,11166.666666666666
Kia,2013,104994,Hybrid,Automatic,Black,Beige,None reported,Yes,9000,2.4,12,8749.5
Bentley,2016,31500,Gasoline,Automatic,Black,Beige,None reported,Yes,103900,4.0,9,3500.0
Alfa,2020,30000,Gasoline,Automatic,Black,unknown,None reported,Yes,28900,2.0,5,6000.0
Lexus,2023,490,Gasoline,Automatic,Black,Black,None reported,Yes,124999,3.4,2,245.0
Porsche,2020,18000,Gasoline,Automatic,Silver,Black,None reported,Yes,105000,Unknown,5,3600.0
Toyota,2017,67000,E85 Flex Fuel,Automatic,Silver,Gray,None reported,Yes,37999,5.7,8,8375.0
Kia,2021,8263,Gasoline,Automatic,Gray,White,None reported,Yes,29000,1.6,4,2065.75
RAM,2021,35003,Gasoline,Automatic,White,Black,None reported,Yes,40999,5.7,4,8750.75
Chevrolet,2008,80000,Gasoline,Automatic,Red,Beige,None reported,Yes,31000,6.2,17,4705.882352941177
Chevrolet,2022,6200,Gasoline,Unknown,Brown,Black,None reported,Yes,99999,6.2,3,2066.6666666666665
Jaguar,2014,74595,Gasoline,Automatic,Green,Black,At least 1 accident or damage reported,Yes,32450,5.0,11,6781.363636363636
Audi,2013,87066,Gasoline,Automatic,Silver,Black,None reported,Yes,20999,3.0,12,7255.5
Audi,2019,38360,Gasoline,Automatic,Black,Black,None reported,No,49936,3.0,6,6393.333333333333
Kia,2020,38000,Gasoline,Automatic,Green,Beige,None reported,Yes,41999,3.8,5,7600.0
Toyota,2018,69641,Hybrid,CVT,White,Black,At least 1 accident or damage reported,Yes,23995,2.5,7,9948.714285714286
Toyota,2022,1275,Gasoline,Automatic,Blue,Black,None reported,Yes,47999,2.4,3,425.0
BMW,2001,60000,Gasoline,Manual,Black,Gray,None reported,Yes,25000,3.2,24,2500.0
Jeep,2014,99450,Gasoline,Manual,Gray,Black,None reported,Yes,21000,3.6,11,9040.90909090909
Toyota,2023,200,Hybrid,Automatic,Blue,White,None reported,Yes,82500,3.4,2,100.0
Porsche,2016,68000,Gasoline,Unknown,Gray,Black,At least 1 accident or damage reported,Yes,32950,3.6,9,7555.555555555556
Lexus,2010,212000,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,9450,3.5,15,14133.333333333334
GMC,2019,73091,Diesel,Automatic,White,Black,At least 1 accident or damage reported,Yes,58500,6.6,6,12181.833333333334
Kia,2023,9400,Plug-In Hybrid,Automatic,Black,Black,None reported,Yes,31500,1.6,2,4700.0
Porsche,2014,117697,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,16975,3.6,11,10699.727272727272
Mercedes-Benz,2015,95428,Gasoline,Automatic,Silver,Silver,None reported,Yes,55000,6.0,10,9542.8
Lexus,2017,116300,Gasoline,Automatic,Gray,Beige,None reported,Yes,31950,4.6,8,14537.5
Acura,2019,56778,Hybrid,Automatic,Black,Black,None reported,Yes,41899,3.0,6,9463.0
Audi,2023,5682,Hybrid,Automatic,Gray,Gray,None reported,No,48698,2.0,2,2841.0
BMW,2017,37000,Gasoline,Automatic,Gray,Black,None reported,Yes,31000,2.0,8,4625.0
Kia,2015,103748,Gasoline,Automatic,Gray,Gray,None reported,Yes,8500,2.0,10,10374.8
Toyota,2005,86000,Gasoline,Automatic,Silver,unknown,None reported,Yes,22500,4.7,20,4300.0
Land,2013,125900,Gasoline,Automatic,Black,Beige,None reported,Yes,21000,5.0,12,10491.666666666666
Nissan,2023,6200,Gasoline,Automatic,Black,Gray,None reported,Yes,48000,5.6,2,3100.0
Ford,2019,85000,Diesel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,52500,6.7,6,14166.666666666666
Mercedes-Benz,2017,19324,Gasoline,Unknown,Gray,Beige,None reported,Yes,75000,4.0,8,2415.5
Cadillac,2018,49273,Gasoline,Automatic,Red,Black,None reported,Yes,54000,6.2,7,7039.0
Tesla,2019,42094,Gasoline,Automatic,White,White,None reported,Yes,32000,Unknown,6,7015.666666666667
BMW,2017,44000,Gasoline,Automatic,Blue,Black,None reported,Yes,55000,3.0,8,5500.0
Chevrolet,2012,148377,Gasoline,Automatic,Blue,Black,Unknown,No,5500,1.4,13,11413.615384615385
Dodge,2010,70000,Gasoline,Manual,Orange,Black,None reported,Yes,22000,6.1,15,4666.666666666667
Mercedes-Benz,2016,143290,Diesel,Automatic,White,Black,None reported,Yes,33490,2.1,9,15921.111111111111
Ford,2019,69205,Diesel,Unknown,White,Black,None reported,Yes,73500,6.7,6,11534.166666666666
